0,2015-12-24,267
1,2015-12-24,262
2,2015-12-24,262
3,2015-12-24,259
4,2015-12-24,165
5,2015-12-24,260
6,2015-12-24,195
7,2015-12-24,172
8,2015-12-24,230
9,2015-12-24,268
10,2015-12-24,198
11,2015-12-24,189
12,2015-12-24,195
13,2015-12-24,302
14,2015-12-24,327
15,2015-12-24,321
16,2015-12-24,327
17,2015-12-24,329
18,2015-12-24,323
19,2015-12-24,332
20,2015-12-24,298
21,2015-12-24,340
22,2015-12-24,184
23,2015-12-24,183
24,2015-12-24,288
25,2015-12-24,157
26,2015-12-24,166
27,2015-12-24,170
28,2015-12-24,184
29,2015-12-24,209
30,2015-12-24,210
31,2015-12-24,243
32,2015-12-24,189
33,2015-12-24,220
34,2015-12-24,204
35,2015-12-24,349
36,2015-12-24,308
37,2015-12-24,260
38,2015-12-24,241
39,2015-12-24,246
40,2015-12-24,296
41,2015-12-24,268
42,2015-12-24,169
43,2015-12-24,174
44,2015-12-24,357
45,2015-12-24,210
46,2015-12-24,221
47,2015-12-24,209
48,2015-12-24,228
49,2015-12-24,210
0,2015-12-25,167
1,2015-12-25,187
2,2015-12-25,166
3,2015-12-25,153
4,2015-12-25,138
5,2015-12-25,161
6,2015-12-25,167
7,2015-12-25,148
8,2015-12-25,171
9,2015-12-25,175
10,2015-12-25,153
11,2015-12-25,151
12,2015-12-25,180
13,2015-12-25,186
14,2015-12-25,185
15,2015-12-25,169
16,2015-12-25,153
17,2015-12-25,165
18,2015-12-25,177
19,2015-12-25,190
20,2015-12-25,181
21,2015-12-25,184
22,2015-12-25,162
23,2015-12-25,153
24,2015-12-25,189
25,2015-12-25,148
26,2015-12-25,147
27,2015-12-25,162
28,2015-12-25,143
29,2015-12-25,156
30,2015-12-25,161
31,2015-12-25,146
32,2015-12-25,173
33,2015-12-25,140
34,2015-12-25,167
35,2015-12-25,189
36,2015-12-25,188
37,2015-12-25,164
38,2015-12-25,177
39,2015-12-25,170
40,2015-12-25,196
41,2015-12-25,198
42,2015-12-25,170
43,2015-12-25,149
44,2015-12-25,189
45,2015-12-25,161
46,2015-12-25,171
47,2015-12-25,148
48,2015-12-25,137
49,2015-12-25,136
0,2015-12-26,128
1,2015-12-26,136
2,2015-12-26,138
3,2015-12-26,128
4,2015-12-26,137
5,2015-12-26,125
6,2015-12-26,134
7,2015-12-26,118
8,2015-12-26,108
9,2015-12-26,118
10,2015-12-26,137
11,2015-12-26,132
12,2015-12-26,153
13,2015-12-26,99
14,2015-12-26,112
15,2015-12-26,95
16,2015-12-26,110
17,2015-12-26,110
18,2015-12-26,109
19,2015-12-26,120
20,2015-12-26,95
21,2015-12-26,103
22,2015-12-26,123
23,2015-12-26,134
24,2015-12-26,113
25,2015-12-26,153
26,2015-12-26,146
27,2015-12-26,147
28,2015-12-26,127
29,2015-12-26,151
30,2015-12-26,135
31,2015-12-26,125
32,2015-12-26,155
33,2015-12-26,121
34,2015-12-26,123
35,2015-12-26,109
36,2015-12-26,102
37,2015-12-26,116
38,2015-12-26,148
39,2015-12-26,154
40,2015-12-26,103
41,2015-12-26,130
42,2015-12-26,126
43,2015-12-26,136
44,2015-12-26,93
45,2015-12-26,152
46,2015-12-26,120
47,2015-12-26,161
48,2015-12-26,123
49,2015-12-26,161
0,2015-12-27,145
1,2015-12-27,135
2,2015-12-27,158
3,2015-12-27,180
4,2015-12-27,173
5,2015-12-27,129
6,2015-12-27,144
7,2015-12-27,174
8,2015-12-27,148
9,2015-12-27,133
10,2015-12-27,133
11,2015-12-27,125
12,2015-12-27,138
13,2015-12-27,153
14,2015-12-27,131
15,2015-12-27,151
16,2015-12-27,141
17,2015-12-27,148
18,2015-12-27,156
19,2015-12-27,132
20,2015-12-27,157
21,2015-12-27,159
22,2015-12-27,134
23,2015-12-27,159
24,2015-12-27,160
25,2015-12-27,140
26,2015-12-27,142
27,2015-12-27,136
28,2015-12-27,145
29,2015-12-27,166
30,2015-12-27,161
31,2015-12-27,135
32,2015-12-27,161
33,2015-12-27,158
34,2015-12-27,159
35,2015-12-27,154
36,2015-12-27,152
37,2015-12-27,150
38,2015-12-27,155
39,2015-12-27,158
40,2015-12-27,164
41,2015-12-27,134
42,2015-12-27,150
43,2015-12-27,137
44,2015-12-27,155
45,2015-12-27,145
46,2015-12-27,168
47,2015-12-27,159
48,2015-12-27,178
49,2015-12-27,154
0,2015-12-28,154
1,2015-12-28,161
2,2015-12-28,161
3,2015-12-28,143
4,2015-12-28,121
5,2015-12-28,157
6,2015-12-28,138
7,2015-12-28,154
8,2015-12-28,168
9,2015-12-28,166
10,2015-12-28,129
11,2015-12-28,149
12,2015-12-28,146
13,2015-12-28,161
14,2015-12-28,146
15,2015-12-28,146
16,2015-12-28,168
17,2015-12-28,151
18,2015-12-28,147
19,2015-12-28,144
20,2015-12-28,115
21,2015-12-28,186
22,2015-12-28,159
23,2015-12-28,143
24,2015-12-28,147
25,2015-12-28,149
26,2015-12-28,136
27,2015-12-28,135
28,2015-12-28,161
29,2015-12-28,161
30,2015-12-28,153
31,2015-12-28,176
32,2015-12-28,157
33,2015-12-28,139
34,2015-12-28,138
35,2015-12-28,130
36,2015-12-28,142
37,2015-12-28,166
38,2015-12-28,150
39,2015-12-28,170
40,2015-12-28,152
41,2015-12-28,152
42,2015-12-28,170
43,2015-12-28,159
44,2015-12-28,128
45,2015-12-28,165
46,2015-12-28,151
47,2015-12-28,170
48,2015-12-28,143
49,2015-12-28,167
0,2015-12-29,165
1,2015-12-29,158
2,2015-12-29,135
3,2015-12-29,136
4,2015-12-29,133
5,2015-12-29,160
6,2015-12-29,148
7,2015-12-29,150
8,2015-12-29,149
9,2015-12-29,175
10,2015-12-29,167
11,2015-12-29,137
12,2015-12-29,131
13,2015-12-29,139
14,2015-12-29,147
15,2015-12-29,149
16,2015-12-29,150
17,2015-12-29,155
18,2015-12-29,179
19,2015-12-29,138
20,2015-12-29,182
21,2015-12-29,143
22,2015-12-29,160
23,2015-12-29,151
24,2015-12-29,156
25,2015-12-29,155
26,2015-12-29,162
27,2015-12-29,151
28,2015-12-29,134
29,2015-12-29,159
30,2015-12-29,153
31,2015-12-29,148
32,2015-12-29,139
33,2015-12-29,133
34,2015-12-29,120
35,2015-12-29,133
36,2015-12-29,134
37,2015-12-29,144
38,2015-12-29,166
39,2015-12-29,170
40,2015-12-29,137
41,2015-12-29,153
42,2015-12-29,167
43,2015-12-29,159
44,2015-12-29,151
45,2015-12-29,171
46,2015-12-29,140
47,2015-12-29,139
48,2015-12-29,153
49,2015-12-29,148
0,2015-12-30,155
1,2015-12-30,167
2,2015-12-30,187
3,2015-12-30,134
4,2015-12-30,134
5,2015-12-30,131
6,2015-12-30,172
7,2015-12-30,160
8,2015-12-30,149
9,2015-12-30,156
10,2015-12-30,146
11,2015-12-30,149
12,2015-12-30,119
13,2015-12-30,157
14,2015-12-30,162
15,2015-12-30,164
16,2015-12-30,158
17,2015-12-30,145
18,2015-12-30,130
19,2015-12-30,138
20,2015-12-30,137
21,2015-12-30,151
22,2015-12-30,135
23,2015-12-30,155
24,2015-12-30,150
25,2015-12-30,152
26,2015-12-30,150
27,2015-12-30,153
28,2015-12-30,149
29,2015-12-30,132
30,2015-12-30,160
31,2015-12-30,149
32,2015-12-30,147
33,2015-12-30,137
34,2015-12-30,147
35,2015-12-30,140
36,2015-12-30,149
37,2015-12-30,160
38,2015-12-30,163
39,2015-12-30,158
40,2015-12-30,154
41,2015-12-30,148
42,2015-12-30,149
43,2015-12-30,158
44,2015-12-30,188
45,2015-12-30,141
46,2015-12-30,166
47,2015-12-30,145
48,2015-12-30,170
49,2015-12-30,127
0,2015-12-31,144
1,2015-12-31,171
2,2015-12-31,147
3,2015-12-31,145
4,2015-12-31,152
5,2015-12-31,132
6,2015-12-31,148
7,2015-12-31,156
8,2015-12-31,161
9,2015-12-31,122
10,2015-12-31,151
11,2015-12-31,147
12,2015-12-31,136
13,2015-12-31,140
14,2015-12-31,143
15,2015-12-31,150
16,2015-12-31,157
17,2015-12-31,139
18,2015-12-31,173
19,2015-12-31,164
20,2015-12-31,144
21,2015-12-31,144
22,2015-12-31,153
23,2015-12-31,143
24,2015-12-31,163
25,2015-12-31,143
26,2015-12-31,181
27,2015-12-31,149
28,2015-12-31,154
29,2015-12-31,156
30,2015-12-31,137
31,2015-12-31,136
32,2015-12-31,142
33,2015-12-31,149
34,2015-12-31,140
35,2015-12-31,170
36,2015-12-31,144
37,2015-12-31,152
38,2015-12-31,161
39,2015-12-31,171
40,2015-12-31,124
41,2015-12-31,139
42,2015-12-31,130
43,2015-12-31,136
44,2015-12-31,141
45,2015-12-31,166
46,2015-12-31,160
47,2015-12-31,158
48,2015-12-31,155
49,2015-12-31,133
0,2016-01-01,161
1,2016-01-01,137
2,2016-01-01,136
3,2016-01-01,140
4,2016-01-01,136
5,2016-01-01,175
6,2016-01-01,134
7,2016-01-01,173
8,2016-01-01,152
9,2016-01-01,161
10,2016-01-01,141
11,2016-01-01,121
12,2016-01-01,175
13,2016-01-01,157
14,2016-01-01,151
15,2016-01-01,149
16,2016-01-01,133
17,2016-01-01,151
18,2016-01-01,134
19,2016-01-01,141
20,2016-01-01,139
21,2016-01-01,171
22,2016-01-01,140
23,2016-01-01,155
24,2016-01-01,158
25,2016-01-01,138
26,2016-01-01,164
27,2016-01-01,142
28,2016-01-01,182
29,2016-01-01,158
30,2016-01-01,155
31,2016-01-01,150
32,2016-01-01,162
33,2016-01-01,118
34,2016-01-01,144
35,2016-01-01,141
36,2016-01-01,155
37,2016-01-01,178
38,2016-01-01,171
39,2016-01-01,161
40,2016-01-01,154
41,2016-01-01,145
42,2016-01-01,164
43,2016-01-01,165
44,2016-01-01,136
45,2016-01-01,143
46,2016-01-01,145
47,2016-01-01,154
48,2016-01-01,173
49,2016-01-01,151
0,2016-01-02,171
1,2016-01-02,141
2,2016-01-02,160
3,2016-01-02,161
4,2016-01-02,157
5,2016-01-02,145
6,2016-01-02,174
7,2016-01-02,157
8,2016-01-02,162
9,2016-01-02,167
10,2016-01-02,144
11,2016-01-02,155
12,2016-01-02,129
13,2016-01-02,157
14,2016-01-02,139
15,2016-01-02,145
16,2016-01-02,167
17,2016-01-02,137
18,2016-01-02,141
19,2016-01-02,162
20,2016-01-02,130
21,2016-01-02,170
22,2016-01-02,146
23,2016-01-02,157
24,2016-01-02,164
25,2016-01-02,153
26,2016-01-02,148
27,2016-01-02,166
28,2016-01-02,102
29,2016-01-02,128
30,2016-01-02,163
31,2016-01-02,161
32,2016-01-02,162
33,2016-01-02,171
34,2016-01-02,153
35,2016-01-02,126
36,2016-01-02,137
37,2016-01-02,133
38,2016-01-02,155
39,2016-01-02,142
40,2016-01-02,132
41,2016-01-02,158
42,2016-01-02,150
43,2016-01-02,145
44,2016-01-02,154
45,2016-01-02,156
46,2016-01-02,155
47,2016-01-02,158
48,2016-01-02,150
49,2016-01-02,137
0,2016-01-03,155
1,2016-01-03,153
2,2016-01-03,153
3,2016-01-03,149
4,2016-01-03,159
5,2016-01-03,153
6,2016-01-03,174
7,2016-01-03,148
8,2016-01-03,150
9,2016-01-03,155
10,2016-01-03,151
11,2016-01-03,149
12,2016-01-03,148
13,2016-01-03,160
14,2016-01-03,135
15,2016-01-03,173
16,2016-01-03,159
17,2016-01-03,152
18,2016-01-03,154
19,2016-01-03,147
20,2016-01-03,154
21,2016-01-03,155
22,2016-01-03,159
23,2016-01-03,139
24,2016-01-03,157
25,2016-01-03,154
26,2016-01-03,144
27,2016-01-03,148
28,2016-01-03,138
29,2016-01-03,169
30,2016-01-03,124
31,2016-01-03,159
32,2016-01-03,115
33,2016-01-03,160
34,2016-01-03,179
35,2016-01-03,141
36,2016-01-03,115
37,2016-01-03,138
38,2016-01-03,153
39,2016-01-03,160
40,2016-01-03,153
41,2016-01-03,129
42,2016-01-03,158
43,2016-01-03,128
44,2016-01-03,142
45,2016-01-03,158
46,2016-01-03,159
47,2016-01-03,120
48,2016-01-03,144
49,2016-01-03,175
0,2016-01-04,168
1,2016-01-04,152
2,2016-01-04,147
3,2016-01-04,130
4,2016-01-04,165
5,2016-01-04,166
6,2016-01-04,129
7,2016-01-04,146
8,2016-01-04,142
9,2016-01-04,129
10,2016-01-04,153
11,2016-01-04,151
12,2016-01-04,124
13,2016-01-04,145
14,2016-01-04,151
15,2016-01-04,139
16,2016-01-04,172
17,2016-01-04,159
18,2016-01-04,144
19,2016-01-04,143
20,2016-01-04,150
21,2016-01-04,171
22,2016-01-04,157
23,2016-01-04,140
24,2016-01-04,183
25,2016-01-04,154
26,2016-01-04,136
27,2016-01-04,124
28,2016-01-04,147
29,2016-01-04,149
30,2016-01-04,126
31,2016-01-04,167
32,2016-01-04,157
33,2016-01-04,167
34,2016-01-04,153
35,2016-01-04,172
36,2016-01-04,157
37,2016-01-04,183
38,2016-01-04,122
39,2016-01-04,162
40,2016-01-04,148
41,2016-01-04,160
42,2016-01-04,140
43,2016-01-04,147
44,2016-01-04,170
45,2016-01-04,128
46,2016-01-04,144
47,2016-01-04,156
48,2016-01-04,162
49,2016-01-04,130
0,2016-01-05,130
1,2016-01-05,151
2,2016-01-05,175
3,2016-01-05,152
4,2016-01-05,155
5,2016-01-05,145
6,2016-01-05,157
7,2016-01-05,144
8,2016-01-05,134
9,2016-01-05,139
10,2016-01-05,157
11,2016-01-05,170
12,2016-01-05,132
13,2016-01-05,151
14,2016-01-05,131
15,2016-01-05,156
16,2016-01-05,152
17,2016-01-05,137
18,2016-01-05,135
19,2016-01-05,145
20,2016-01-05,160
21,2016-01-05,141
22,2016-01-05,159
23,2016-01-05,164
24,2016-01-05,148
25,2016-01-05,125
26,2016-01-05,157
27,2016-01-05,165
28,2016-01-05,139
29,2016-01-05,168
30,2016-01-05,165
31,2016-01-05,157
32,2016-01-05,140
33,2016-01-05,137
34,2016-01-05,165
35,2016-01-05,167
36,2016-01-05,146
37,2016-01-05,128
